 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Dezember 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Hydrogen in Water_Liquid

 Ion = Hydrogen [1] , Mass = 1.008 amu

 Target Density =  1.0000E+00 g/cm3 = 1.0029E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    011.19   
      O      8    033.33    088.81   
 ====================================
 Bragg Correction = -6.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  Energy      Elec.      Nuclear     Range     Straggling   Straggling
-----------  ---------- ---------- ----------  ----------  ----------
  12.00 keV   4.667E-01  7.610E-03    3021 A       737 A       783 A   
  13.00 keV   4.845E-01  7.185E-03    3211 A       754 A       810 A   
  14.00 keV   5.014E-01  6.810E-03    3395 A       770 A       834 A   
  15.00 keV   5.176E-01  6.477E-03    3574 A       784 A       858 A   
  16.00 keV   5.330E-01  6.178E-03    3749 A       798 A       879 A   
  17.00 keV   5.478E-01  5.908E-03    3920 A       810 A       900 A   
  18.00 keV   5.620E-01  5.663E-03    4088 A       821 A       919 A   
  20.00 keV   5.886E-01  5.236E-03    4412 A       843 A       955 A   
  22.50 keV   6.189E-01  4.793E-03    4802 A       866 A       995 A   
  25.00 keV   6.463E-01  4.425E-03    5176 A       887 A      1031 A   
  27.50 keV   6.710E-01  4.115E-03    5537 A       905 A      1064 A   
  30.00 keV   6.934E-01  3.849E-03    5888 A       921 A      1094 A   
  32.50 keV   7.135E-01  3.618E-03    6229 A       936 A      1122 A   
  35.00 keV   7.317E-01  3.416E-03    6562 A       949 A      1148 A   
  37.50 keV   7.480E-01  3.238E-03    6889 A       962 A      1172 A   
  40.00 keV   7.626E-01  3.078E-03    7209 A       973 A      1195 A   
  45.00 keV   7.871E-01  2.806E-03    7836 A       996 A      1237 A   
  50.00 keV   8.063E-01  2.582E-03    8447 A      1016 A      1276 A   
  55.00 keV   8.207E-01  2.393E-03    9047 A      1035 A      1311 A   
  60.00 keV   8.312E-01  2.233E-03    9640 A      1052 A      1345 A   
  65.00 keV   8.382E-01  2.094E-03    1.02 um     1068 A      1376 A   
  70.00 keV   8.422E-01  1.973E-03    1.08 um     1083 A      1406 A   
  80.00 keV   8.431E-01  1.771E-03    1.20 um     1117 A      1463 A   
  90.00 keV   8.367E-01  1.609E-03    1.32 um     1150 A      1517 A   
 100.00 keV   8.252E-01  1.476E-03    1.43 um     1181 A      1568 A   
 110.00 keV   8.102E-01  1.365E-03    1.56 um     1211 A      1618 A   
 120.00 keV   7.929E-01  1.271E-03    1.68 um     1241 A      1667 A   
 130.00 keV   7.743E-01  1.189E-03    1.80 um     1271 A      1716 A   
 140.00 keV   7.550E-01  1.119E-03    1.93 um     1301 A      1765 A   
 150.00 keV   7.355E-01  1.056E-03    2.07 um     1331 A      1814 A   
 160.00 keV   7.161E-01  1.001E-03    2.20 um     1362 A      1864 A   
 170.00 keV   6.971E-01  9.518E-04    2.34 um     1393 A      1914 A   
 180.00 keV   6.787E-01  9.074E-04    2.49 um     1425 A      1966 A   
 200.00 keV   6.437E-01  8.307E-04    2.79 um     1520 A      2071 A   
 225.00 keV   6.041E-01  7.524E-04    3.19 um     1663 A      2208 A   
 250.00 keV   5.689E-01  6.884E-04    3.61 um     1810 A      2353 A   
 275.00 keV   5.377E-01  6.351E-04    4.06 um     1962 A      2506 A   
 300.00 keV   5.100E-01  5.899E-04    4.54 um     2118 A      2668 A   
 325.00 keV   4.854E-01  5.511E-04    5.04 um     2278 A      2838 A   
 350.00 keV   4.634E-01  5.174E-04    5.56 um     2443 A      3016 A   
 375.00 keV   4.437E-01  4.878E-04    6.11 um     2612 A      3203 A   
 400.00 keV   4.258E-01  4.616E-04    6.68 um     2785 A      3399 A   
 450.00 keV   3.949E-01  4.173E-04    7.90 um     3366 A      3814 A   
 500.00 keV   3.691E-01  3.812E-04    9.20 um     3934 A      4261 A   
 550.00 keV   3.472E-01  3.512E-04   10.59 um     4497 A      4739 A   
 600.00 keV   3.283E-01  3.258E-04   12.07 um     5060 A      5244 A   
 650.00 keV   3.119E-01  3.040E-04   13.62 um     5623 A      5777 A   
 700.00 keV   2.976E-01  2.851E-04   15.26 um     6189 A      6336 A   
 800.00 keV   2.738E-01  2.539E-04   18.75 um     8114 A      7525 A   
 900.00 keV   2.551E-01  2.292E-04   22.52 um     9909 A      8800 A   
   1.00 MeV   2.402E-01  2.090E-04   26.55 um     1.16 um     1.02 um  
   1.10 MeV   2.328E-01  1.923E-04   30.76 um     1.33 um     1.16 um  
   1.20 MeV   2.258E-01  1.782E-04   35.11 um     1.48 um     1.30 um  
   1.30 MeV   2.162E-01  1.662E-04   39.62 um     1.64 um     1.44 um  
   1.40 MeV   2.072E-01  1.557E-04   44.33 um     1.79 um     1.60 um  
   1.50 MeV   1.989E-01  1.465E-04   49.24 um     1.94 um     1.75 um  
   1.60 MeV   1.911E-01  1.385E-04   54.36 um     2.10 um     1.91 um  
   1.70 MeV   1.838E-01  1.313E-04   59.68 um     2.26 um     2.08 um  
   1.80 MeV   1.769E-01  1.248E-04   65.21 um     2.41 um     2.25 um  
   2.00 MeV   1.643E-01  1.137E-04   76.92 um     2.98 um     2.60 um  
   2.25 MeV   1.507E-01  1.025E-04   92.77 um     3.78 um     3.08 um  
   2.50 MeV   1.392E-01  9.334E-05  110.00 um     4.56 um     3.59 um  
   2.75 MeV   1.294E-01  8.578E-05  128.58 um     5.33 um     4.13 um  
   3.00 MeV   1.210E-01  7.940E-05  148.51 um     6.10 um     4.71 um  
   3.25 MeV   1.138E-01  7.394E-05  169.77 um     6.87 um     5.33 um  
   3.50 MeV   1.074E-01  6.922E-05  192.34 um     7.65 um     5.98 um  
   3.75 MeV   1.017E-01  6.509E-05  216.21 um     8.45 um     6.67 um  
   4.00 MeV   9.673E-02  6.145E-05  241.35 um     9.25 um     7.39 um  
   4.50 MeV   8.818E-02  5.532E-05  295.39 um    12.16 um     8.92 um  
   5.00 MeV   8.114E-02  5.034E-05  354.39 um    14.91 um    10.59 um  
