 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Dezember 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Boron in  H- C- O

 Ion = Boron [5] , Mass = 11.009 amu

 Target Density =  1.3100E+00 g/cm3 = 1.0642E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = -3.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
44.9999 eV    4.160E-02  3.688E-01       9 A         6 A         4 A   
49.9999 eV    4.385E-02  3.847E-01       9 A         6 A         4 A   
54.9999 eV    4.599E-02  3.993E-01      10 A         6 A         5 A   
59.9999 eV    4.804E-02  4.129E-01      10 A         7 A         5 A   
64.9999 eV    5.000E-02  4.255E-01      11 A         7 A         5 A   
69.9999 eV    5.189E-02  4.374E-01      11 A         7 A         5 A   
79.9999 eV    5.547E-02  4.591E-01      12 A         8 A         5 A   
89.9999 eV    5.883E-02  4.785E-01      13 A         8 A         6 A   
99.9999 eV    6.201E-02  4.961E-01      14 A         9 A         6 A   
    110 eV    6.504E-02  5.121E-01      15 A         9 A         6 A   
    120 eV    6.793E-02  5.268E-01      16 A         9 A         7 A   
    130 eV    7.071E-02  5.404E-01      16 A        10 A         7 A   
139.999 eV    7.338E-02  5.529E-01      17 A        10 A         7 A   
149.999 eV    7.595E-02  5.647E-01      18 A        11 A         8 A   
159.999 eV    7.844E-02  5.756E-01      19 A        11 A         8 A   
169.999 eV    8.086E-02  5.859E-01      19 A        11 A         8 A   
179.999 eV    8.320E-02  5.955E-01      20 A        12 A         8 A   
199.999 eV    8.770E-02  6.132E-01      21 A        12 A         9 A   
224.999 eV    9.302E-02  6.328E-01      23 A        13 A        10 A   
249.999 eV    9.805E-02  6.501E-01      25 A        14 A        10 A   
274.999 eV    1.028E-01  6.655E-01      26 A        15 A        11 A   
299.999 eV    1.074E-01  6.793E-01      28 A        15 A        11 A   
324.999 eV    1.118E-01  6.918E-01      29 A        16 A        12 A   
349.999 eV    1.160E-01  7.031E-01      31 A        17 A        12 A   
374.999 eV    1.201E-01  7.134E-01      32 A        18 A        13 A   
399.999 eV    1.240E-01  7.229E-01      34 A        18 A        13 A   
449.999 eV    1.316E-01  7.395E-01      37 A        20 A        14 A   
499.999 eV    1.387E-01  7.537E-01      40 A        21 A        15 A   
549.999 eV    1.454E-01  7.659E-01      43 A        22 A        16 A   
599.999 eV    1.519E-01  7.765E-01      45 A        24 A        17 A   
649.999 eV    1.581E-01  7.857E-01      48 A        25 A        18 A   
699.999 eV    1.641E-01  7.938E-01      51 A        26 A        19 A   
799.999 eV    1.754E-01  8.071E-01      56 A        28 A        21 A   
899.999 eV    1.860E-01  8.173E-01      61 A        31 A        23 A   
999.999 eV    1.961E-01  8.253E-01      67 A        33 A        24 A   
   1.10 keV   2.057E-01  8.315E-01      72 A        35 A        26 A   
   1.20 keV   2.148E-01  8.361E-01      77 A        37 A        27 A   
   1.30 keV   2.236E-01  8.396E-01      82 A        39 A        29 A   
   1.40 keV   2.320E-01  8.422E-01      87 A        42 A        30 A   
   1.50 keV   2.402E-01  8.438E-01      92 A        44 A        32 A   
   1.60 keV   2.481E-01  8.449E-01      97 A        46 A        33 A   
   1.70 keV   2.557E-01  8.453E-01     102 A        48 A        35 A   
   1.80 keV   2.631E-01  8.452E-01     107 A        50 A        36 A   
   2.00 keV   2.773E-01  8.439E-01     117 A        54 A        39 A   
   2.25 keV   2.942E-01  8.405E-01     130 A        59 A        43 A   
   2.50 keV   3.101E-01  8.357E-01     142 A        63 A        46 A   
   2.75 keV   3.252E-01  8.300E-01     154 A        68 A        49 A   
   3.00 keV   3.397E-01  8.236E-01     167 A        73 A        53 A   
   3.25 keV   3.535E-01  8.167E-01     179 A        77 A        56 A   
   3.50 keV   3.669E-01  8.095E-01     191 A        82 A        59 A   
   3.75 keV   3.798E-01  8.021E-01     204 A        86 A        62 A   
   4.00 keV   3.922E-01  7.945E-01     216 A        91 A        66 A   
   4.50 keV   4.160E-01  7.793E-01     241 A        99 A        72 A   
   5.00 keV   4.385E-01  7.641E-01     265 A       108 A        78 A   
   5.50 keV   4.599E-01  7.492E-01     290 A       116 A        84 A   
   6.00 keV   4.804E-01  7.347E-01     315 A       124 A        90 A   
   6.50 keV   5.000E-01  7.206E-01     340 A       132 A        96 A   
   7.00 keV   5.189E-01  7.070E-01     365 A       140 A       102 A   
   8.00 keV   5.547E-01  6.812E-01     415 A       155 A       114 A   
   9.00 keV   5.884E-01  6.573E-01     465 A       169 A       125 A   
  10.00 keV   6.202E-01  6.352E-01     514 A       184 A       137 A   
  11.00 keV   6.505E-01  6.146E-01     564 A       197 A       148 A   
  12.00 keV   6.794E-01  5.955E-01     614 A       210 A       159 A   
  13.00 keV   7.071E-01  5.778E-01     664 A       223 A       170 A   
  14.00 keV   7.338E-01  5.612E-01     714 A       236 A       181 A   
  15.00 keV   7.596E-01  5.457E-01     763 A       248 A       191 A   
  16.00 keV   7.845E-01  5.312E-01     813 A       259 A       201 A   
  17.00 keV   8.086E-01  5.176E-01     862 A       270 A       212 A   
  18.00 keV   8.321E-01  5.047E-01     911 A       281 A       222 A   
  20.00 keV   8.771E-01  4.812E-01    1008 A       302 A       242 A   
  22.50 keV   9.250E-01  4.552E-01    1129 A       327 A       265 A   
  25.00 keV   9.583E-01  4.322E-01    1250 A       351 A       289 A   
  27.50 keV   1.000E+00  4.119E-01    1369 A       373 A       311 A   
  30.00 keV   1.045E+00  3.937E-01    1488 A       394 A       333 A   
  32.50 keV   1.091E+00  3.773E-01    1605 A       414 A       354 A   
  35.00 keV   1.136E+00  3.624E-01    1720 A       433 A       374 A   
  37.50 keV   1.180E+00  3.488E-01    1833 A       450 A       393 A   
  40.00 keV   1.221E+00  3.364E-01    1945 A       467 A       412 A   
  45.00 keV   1.297E+00  3.144E-01    2164 A       498 A       448 A   
  50.00 keV   1.365E+00  2.955E-01    2377 A       526 A       482 A   
  55.00 keV   1.425E+00  2.790E-01    2586 A       552 A       514 A   
  60.00 keV   1.479E+00  2.646E-01    2790 A       576 A       544 A   
  65.00 keV   1.526E+00  2.518E-01    2992 A       598 A       573 A   
  70.00 keV   1.569E+00  2.403E-01    3190 A       619 A       600 A   
  80.00 keV   1.644E+00  2.206E-01    3580 A       658 A       651 A   
  90.00 keV   1.708E+00  2.042E-01    3961 A       694 A       698 A   
 100.00 keV   1.764E+00  1.904E-01    4335 A       726 A       742 A   
 110.00 keV   1.814E+00  1.786E-01    4704 A       755 A       784 A   
 120.00 keV   1.860E+00  1.683E-01    5066 A       783 A       823 A   
 130.00 keV   1.904E+00  1.593E-01    5424 A       809 A       860 A   
 140.00 keV   1.945E+00  1.513E-01    5776 A       833 A       895 A   
 150.00 keV   1.986E+00  1.442E-01    6124 A       855 A       929 A   
 160.00 keV   2.026E+00  1.378E-01    6467 A       877 A       961 A   
 170.00 keV   2.065E+00  1.319E-01    6806 A       897 A       992 A   
 180.00 keV   2.105E+00  1.267E-01    7140 A       916 A      1021 A   
 200.00 keV   2.185E+00  1.174E-01    7793 A       953 A      1077 A   
 225.00 keV   2.287E+00  1.077E-01    8584 A       996 A      1141 A   
 250.00 keV   2.391E+00  9.971E-02    9346 A      1033 A      1200 A   
 275.00 keV   2.494E+00  9.290E-02    1.01 um     1066 A      1253 A   
 300.00 keV   2.598E+00  8.705E-02    1.08 um     1096 A      1302 A   
 325.00 keV   2.701E+00  8.196E-02    1.15 um     1123 A      1348 A   
 350.00 keV   2.802E+00  7.749E-02    1.21 um     1147 A      1390 A   
 375.00 keV   2.901E+00  7.353E-02    1.28 um     1170 A      1429 A   
 400.00 keV   2.999E+00  6.999E-02    1.34 um     1190 A      1465 A   
 450.00 keV   3.187E+00  6.392E-02    1.46 um     1231 A      1531 A   
 500.00 keV   3.367E+00  5.891E-02    1.57 um     1266 A      1589 A   
 550.00 keV   3.539E+00  5.469E-02    1.68 um     1297 A      1641 A   
 600.00 keV   3.702E+00  5.109E-02    1.78 um     1324 A      1688 A   
 650.00 keV   3.858E+00  4.797E-02    1.88 um     1348 A      1730 A   
 700.00 keV   4.006E+00  4.523E-02    1.98 um     1370 A      1769 A   
 800.00 keV   4.282E+00  4.068E-02    2.16 um     1419 A      1837 A   
 900.00 keV   4.534E+00  3.702E-02    2.33 um     1460 A      1896 A   
   1.00 MeV   4.764E+00  3.401E-02    2.49 um     1496 A      1948 A   
   1.10 MeV   4.973E+00  3.148E-02    2.64 um     1527 A      1994 A   
   1.20 MeV   5.164E+00  2.934E-02    2.79 um     1555 A      2035 A   
   1.30 MeV   5.338E+00  2.748E-02    2.94 um     1580 A      2072 A   
   1.40 MeV   5.496E+00  2.587E-02    3.08 um     1604 A      2106 A   
   1.50 MeV   5.639E+00  2.445E-02    3.21 um     1625 A      2137 A   
   1.60 MeV   5.768E+00  2.318E-02    3.35 um     1645 A      2167 A   
   1.70 MeV   5.884E+00  2.205E-02    3.48 um     1663 A      2194 A   
   1.80 MeV   5.988E+00  2.104E-02    3.60 um     1681 A      2220 A   
   2.00 MeV   6.164E+00  1.928E-02    3.85 um     1731 A      2267 A   
   2.25 MeV   6.333E+00  1.748E-02    4.16 um     1799 A      2319 A   
   2.50 MeV   6.456E+00  1.601E-02    4.45 um     1860 A      2367 A   
   2.75 MeV   6.543E+00  1.478E-02    4.75 um     1917 A      2411 A   
   3.00 MeV   6.601E+00  1.374E-02    5.04 um     1971 A      2451 A   
   3.25 MeV   6.638E+00  1.284E-02    5.32 um     2023 A      2490 A   
   3.50 MeV   6.657E+00  1.206E-02    5.61 um     2072 A      2526 A   
   3.75 MeV   6.663E+00  1.138E-02    5.90 um     2120 A      2560 A   
   4.00 MeV   6.658E+00  1.077E-02    6.18 um     2166 A      2594 A   
   4.50 MeV   6.624E+00  9.749E-03    6.75 um     2328 A      2657 A   
   5.00 MeV   6.566E+00  8.912E-03    7.33 um     2481 A      2717 A   
   5.50 MeV   6.490E+00  8.215E-03    7.92 um     2627 A      2774 A   
   6.00 MeV   6.403E+00  7.625E-03    8.51 um     2769 A      2830 A   
   6.50 MeV   6.307E+00  7.119E-03    9.11 um     2907 A      2885 A   
   7.00 MeV   6.205E+00  6.680E-03    9.71 um     3044 A      2938 A   
   8.00 MeV   5.991E+00  5.954E-03   10.97 um     3539 A      3045 A   
   9.00 MeV   5.774E+00  5.378E-03   12.26 um     4004 A      3151 A   
  10.00 MeV   5.560E+00  4.909E-03   13.61 um     4450 A      3258 A   
  11.00 MeV   5.354E+00  4.519E-03   15.01 um     4886 A      3367 A   
  12.00 MeV   5.158E+00  4.190E-03   16.46 um     5316 A      3478 A   
  13.00 MeV   4.972E+00  3.907E-03   17.96 um     5743 A      3592 A   
  14.00 MeV   4.796E+00  3.663E-03   19.52 um     6169 A      3709 A   
  15.00 MeV   4.630E+00  3.449E-03   21.14 um     6597 A      3830 A   
  16.00 MeV   4.474E+00  3.259E-03   22.82 um     7026 A      3955 A   
  17.00 MeV   4.327E+00  3.091E-03   24.55 um     7458 A      4083 A   
  18.00 MeV   4.189E+00  2.940E-03   26.34 um     7894 A      4216 A   
  20.00 MeV   3.936E+00  2.680E-03   30.10 um     9548 A      4495 A   
  22.50 MeV   3.673E+00  2.416E-03   35.12 um     1.19 um     4869 A   
  25.00 MeV   3.477E+00  2.202E-03   40.46 um     1.42 um     5268 A   
  27.50 MeV   3.268E+00  2.025E-03   46.12 um     1.63 um     5693 A   
  30.00 MeV   3.076E+00  1.875E-03   52.13 um     1.84 um     6146 A   
  32.50 MeV   2.906E+00  1.746E-03   58.51 um     2.06 um     6627 A   
  35.00 MeV   2.756E+00  1.635E-03   65.26 um     2.27 um     7136 A   
  37.50 MeV   2.621E+00  1.538E-03   72.35 um     2.49 um     7674 A   
  40.00 MeV   2.499E+00  1.453E-03   79.81 um     2.70 um     8240 A   
  45.00 MeV   2.289E+00  1.308E-03   95.76 um     3.53 um     9455 A   
  50.00 MeV   2.113E+00  1.191E-03  113.12 um     4.31 um     1.08 um  
  55.00 MeV   1.964E+00  1.094E-03  131.85 um     5.07 um     1.22 um  
  60.00 MeV   1.836E+00  1.012E-03  151.94 um     5.82 um     1.37 um  
  65.00 MeV   1.724E+00  9.425E-04  173.40 um     6.57 um     1.54 um  
  70.00 MeV   1.626E+00  8.820E-04  196.19 um     7.33 um     1.71 um  
  80.00 MeV   1.461E+00  7.826E-04  245.71 um    10.16 um     2.09 um  
  90.00 MeV   1.328E+00  7.041E-04  300.49 um    12.80 um     2.51 um  
 100.00 MeV   1.219E+00  6.405E-04  360.48 um    15.38 um     2.96 um  
 110.00 MeV   1.126E+00  5.879E-04  425.63 um    17.95 um     3.46 um  
 120.00 MeV   1.047E+00  5.436E-04  495.91 um    20.54 um     3.99 um  
 130.00 MeV   9.791E-01  5.058E-04  571.28 um    23.17 um     4.55 um  
 140.00 MeV   9.194E-01  4.731E-04  651.72 um    25.84 um     5.16 um  
 150.00 MeV   8.668E-01  4.445E-04  737.21 um    28.56 um     5.80 um  
 160.00 MeV   8.200E-01  4.194E-04  827.74 um    31.33 um     6.48 um  
 170.00 MeV   7.781E-01  3.970E-04  923.28 um    34.16 um     7.19 um  
 180.00 MeV   7.404E-01  3.770E-04    1.02 mm    37.04 um     7.95 um  
 200.00 MeV   6.755E-01  3.427E-04    1.24 mm    48.08 um     9.56 um  
 225.00 MeV   6.097E-01  3.080E-04    1.54 mm    63.97 um    11.78 um  
 250.00 MeV   5.569E-01  2.799E-04    1.86 mm    79.08 um    14.22 um  
 275.00 MeV   5.141E-01  2.567E-04    2.22 mm    93.91 um    16.87 um  
 300.00 MeV   4.792E-01  2.372E-04    2.61 mm   108.63 um    19.73 um  
 325.00 MeV   4.507E-01  2.206E-04    3.02 mm   123.30 um    22.77 um  
 350.00 MeV   4.247E-01  2.062E-04    3.45 mm   138.01 um    26.00 um  
 375.00 MeV   4.013E-01  1.936E-04    3.91 mm   152.85 um    29.41 um  
 400.00 MeV   3.807E-01  1.826E-04    4.40 mm   167.87 um    33.00 um  
 450.00 MeV   3.458E-01  1.640E-04    5.45 mm   224.63 um    40.73 um  
 500.00 MeV   3.174E-01  1.489E-04    6.61 mm   277.83 um    49.15 um  
 550.00 MeV   2.939E-01  1.365E-04    7.86 mm   329.62 um    58.24 um  
 600.00 MeV   2.741E-01  1.261E-04    9.20 mm   380.92 um    67.99 um  
 650.00 MeV   2.571E-01  1.172E-04   10.64 mm   432.18 um    78.37 um  
 700.00 MeV   2.424E-01  1.095E-04   12.17 mm   483.67 um    89.36 um  
 800.00 MeV   2.182E-01  9.688E-05   15.49 mm   674.87 um   113.15 um  
 900.00 MeV   1.991E-01  8.696E-05   19.15 mm   851.56 um   139.21 um  
   1.00 GeV   1.837E-01  7.895E-05   23.14 mm     1.02 mm   167.44 um  
   1.10 GeV   1.709E-01  7.233E-05   27.45 mm     1.19 mm   197.72 um  
   1.20 GeV   1.601E-01  6.677E-05   32.06 mm     1.36 mm   229.96 um  
   1.30 GeV   1.509E-01  6.203E-05   36.97 mm     1.53 mm   264.08 um  
   1.40 GeV   1.430E-01  5.794E-05   42.17 mm     1.70 mm   299.97 um  
   1.50 GeV   1.361E-01  5.438E-05   47.64 mm     1.87 mm   337.57 um  
   1.60 GeV   1.300E-01  5.124E-05   53.38 mm     2.04 mm   376.79 um  
   1.70 GeV   1.246E-01  4.845E-05   59.37 mm     2.21 mm   417.56 um  
   1.80 GeV   1.198E-01  4.597E-05   65.62 mm     2.38 mm   459.83 um  
   2.00 GeV   1.115E-01  4.171E-05   78.83 mm     3.03 mm   548.60 um  
   2.25 GeV   1.032E-01  3.741E-05   96.61 mm     3.94 mm   666.87 um  
   2.50 GeV   9.654E-02  3.394E-05  115.73 mm     4.78 mm   792.46 um  
   2.75 GeV   9.105E-02  3.108E-05  136.08 mm     5.59 mm   924.63 um  
   3.00 GeV   8.645E-02  2.868E-05  157.59 mm     6.36 mm     1.06 mm  
   3.25 GeV   8.256E-02  2.663E-05  180.18 mm     7.12 mm     1.21 mm  
   3.50 GeV   7.922E-02  2.487E-05  203.78 mm     7.87 mm     1.35 mm  
   3.75 GeV   7.632E-02  2.333E-05  228.32 mm     8.61 mm     1.51 mm  
   4.00 GeV   7.379E-02  2.197E-05  253.74 mm     9.33 mm     1.66 mm  
   4.50 GeV   6.959E-02  1.970E-05  307.01 mm    12.00 mm     1.99 mm  
   5.00 GeV   6.625E-02  1.787E-05  363.22 mm    14.40 mm     2.32 mm  
   5.50 GeV   6.354E-02  1.635E-05  422.04 mm    16.64 mm     2.66 mm  
   6.00 GeV   6.131E-02  1.509E-05  483.19 mm    18.76 mm     3.01 mm  
   6.50 GeV   5.944E-02  1.400E-05  546.42 mm    20.79 mm     3.37 mm  
   7.00 GeV   5.786E-02  1.307E-05  611.49 mm    22.75 mm     3.73 mm  
   8.00 GeV   5.536E-02  1.155E-05  746.38 mm    29.70 mm     4.45 mm  
   9.00 GeV   5.348E-02  1.035E-05  886.69 mm    35.73 mm     5.18 mm  
  10.00 GeV   5.203E-02  9.380E-06    1.03 m     41.19 mm     5.91 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3100E+01                 eV / Angstrom 
  1.3100E+02                keV / micron   
  1.3100E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.2309E+01                 eV / (1E15 atoms/cm2)
  2.8725E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
