 ==================================================================
              Calculation using SRIM-2006 
              SRIM version ---> SRIM-2008.04
              Calc. date   ---> Januar 12, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\Carbon in  H- C- O

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  1.3100E+00 g/cm3 = 1.0642E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    048.65    006.62   
      C      6    032.43    052.55   
      O      8    018.92    040.84   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

   Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
49.9999 eV    4.770E-02  4.222E-01       9 A         6 A         4 A   
54.9999 eV    5.003E-02  4.391E-01       9 A         6 A         4 A   
59.9999 eV    5.226E-02  4.548E-01      10 A         6 A         4 A   
64.9999 eV    5.439E-02  4.696E-01      10 A         6 A         5 A   
69.9999 eV    5.644E-02  4.834E-01      11 A         7 A         5 A   
79.9999 eV    6.034E-02  5.088E-01      12 A         7 A         5 A   
89.9999 eV    6.400E-02  5.317E-01      12 A         8 A         5 A   
99.9999 eV    6.746E-02  5.525E-01      13 A         8 A         6 A   
    110 eV    7.076E-02  5.716E-01      14 A         8 A         6 A   
    120 eV    7.390E-02  5.891E-01      15 A         9 A         6 A   
    130 eV    7.692E-02  6.054E-01      15 A         9 A         7 A   
139.999 eV    7.982E-02  6.206E-01      16 A         9 A         7 A   
149.999 eV    8.263E-02  6.348E-01      17 A        10 A         7 A   
159.999 eV    8.534E-02  6.481E-01      17 A        10 A         7 A   
169.999 eV    8.796E-02  6.606E-01      18 A        10 A         8 A   
179.999 eV    9.051E-02  6.724E-01      19 A        11 A         8 A   
199.999 eV    9.541E-02  6.942E-01      20 A        11 A         8 A   
224.999 eV    1.012E-01  7.185E-01      21 A        12 A         9 A   
249.999 eV    1.067E-01  7.401E-01      23 A        13 A         9 A   
274.999 eV    1.119E-01  7.595E-01      24 A        13 A        10 A   
299.999 eV    1.169E-01  7.771E-01      26 A        14 A        10 A   
324.999 eV    1.216E-01  7.930E-01      27 A        15 A        11 A   
349.999 eV    1.262E-01  8.076E-01      28 A        15 A        11 A   
374.999 eV    1.306E-01  8.210E-01      30 A        16 A        12 A   
399.999 eV    1.349E-01  8.334E-01      31 A        17 A        12 A   
449.999 eV    1.431E-01  8.555E-01      34 A        18 A        13 A   
499.999 eV    1.509E-01  8.746E-01      36 A        19 A        14 A   
549.999 eV    1.582E-01  8.913E-01      39 A        20 A        15 A   
599.999 eV    1.653E-01  9.060E-01      41 A        21 A        15 A   
649.999 eV    1.720E-01  9.190E-01      43 A        22 A        16 A   
699.999 eV    1.785E-01  9.306E-01      46 A        23 A        17 A   
799.999 eV    1.908E-01  9.503E-01      50 A        25 A        19 A   
899.999 eV    2.024E-01  9.663E-01      55 A        27 A        20 A   
999.999 eV    2.133E-01  9.792E-01      60 A        29 A        21 A   
   1.10 keV   2.238E-01  9.899E-01      64 A        31 A        23 A   
   1.20 keV   2.337E-01  9.987E-01      68 A        33 A        24 A   
   1.30 keV   2.432E-01  1.006E+00      73 A        35 A        25 A   
   1.40 keV   2.524E-01  1.012E+00      77 A        36 A        27 A   
   1.50 keV   2.613E-01  1.016E+00      81 A        38 A        28 A   
   1.60 keV   2.699E-01  1.020E+00      86 A        40 A        29 A   
   1.70 keV   2.782E-01  1.023E+00      90 A        42 A        31 A   
   1.80 keV   2.862E-01  1.026E+00      94 A        43 A        32 A   
   2.00 keV   3.017E-01  1.029E+00     103 A        47 A        34 A   
   2.25 keV   3.200E-01  1.030E+00     113 A        51 A        37 A   
   2.50 keV   3.373E-01  1.029E+00     123 A        55 A        40 A   
   2.75 keV   3.538E-01  1.026E+00     134 A        59 A        43 A   
   3.00 keV   3.695E-01  1.022E+00     144 A        62 A        46 A   
   3.25 keV   3.846E-01  1.018E+00     154 A        66 A        48 A   
   3.50 keV   3.991E-01  1.012E+00     165 A        70 A        51 A   
   3.75 keV   4.131E-01  1.006E+00     175 A        74 A        54 A   
   4.00 keV   4.267E-01  1.000E+00     185 A        77 A        56 A   
   4.50 keV   4.526E-01  9.866E-01     206 A        85 A        62 A   
   5.00 keV   4.771E-01  9.726E-01     226 A        92 A        67 A   
   5.50 keV   5.003E-01  9.583E-01     247 A        99 A        72 A   
   6.00 keV   5.226E-01  9.439E-01     267 A       106 A        77 A   
   6.50 keV   5.439E-01  9.296E-01     288 A       112 A        82 A   
   7.00 keV   5.645E-01  9.155E-01     308 A       119 A        87 A   
   8.00 keV   6.034E-01  8.882E-01     350 A       132 A        96 A   
   9.00 keV   6.400E-01  8.622E-01     391 A       144 A       106 A   
  10.00 keV   6.747E-01  8.376E-01     432 A       156 A       115 A   
  11.00 keV   7.076E-01  8.144E-01     473 A       168 A       124 A   
  12.00 keV   7.391E-01  7.925E-01     515 A       179 A       133 A   
  13.00 keV   7.692E-01  7.719E-01     556 A       190 A       142 A   
  14.00 keV   7.983E-01  7.524E-01     597 A       201 A       151 A   
  15.00 keV   8.263E-01  7.341E-01     638 A       212 A       160 A   
  16.00 keV   8.534E-01  7.167E-01     679 A       222 A       169 A   
  17.00 keV   8.797E-01  7.002E-01     720 A       232 A       177 A   
  18.00 keV   9.052E-01  6.847E-01     761 A       242 A       186 A   
  20.00 keV   9.541E-01  6.558E-01     843 A       260 A       202 A   
  22.50 keV   1.012E+00  6.235E-01     944 A       283 A       223 A   
  25.00 keV   1.065E+00  5.948E-01    1045 A       304 A       242 A   
  27.50 keV   1.112E+00  5.690E-01    1145 A       324 A       261 A   
  30.00 keV   1.155E+00  5.457E-01    1244 A       343 A       280 A   
  32.50 keV   1.196E+00  5.245E-01    1343 A       361 A       298 A   
  35.00 keV   1.234E+00  5.053E-01    1441 A       378 A       316 A   
  37.50 keV   1.270E+00  4.876E-01    1538 A       395 A       333 A   
  40.00 keV   1.304E+00  4.713E-01    1635 A       411 A       350 A   
  45.00 keV   1.367E+00  4.422E-01    1827 A       441 A       382 A   
  50.00 keV   1.426E+00  4.171E-01    2016 A       469 A       413 A   
  55.00 keV   1.480E+00  3.951E-01    2204 A       496 A       443 A   
  60.00 keV   1.532E+00  3.756E-01    2389 A       521 A       471 A   
  65.00 keV   1.580E+00  3.583E-01    2572 A       544 A       499 A   
  70.00 keV   1.627E+00  3.427E-01    2753 A       566 A       525 A   
  80.00 keV   1.713E+00  3.157E-01    3108 A       607 A       575 A   
  90.00 keV   1.794E+00  2.933E-01    3455 A       645 A       622 A   
 100.00 keV   1.869E+00  2.742E-01    3794 A       678 A       665 A   
 110.00 keV   1.940E+00  2.577E-01    4126 A       709 A       707 A   
 120.00 keV   2.008E+00  2.434E-01    4452 A       738 A       745 A   
 130.00 keV   2.071E+00  2.307E-01    4771 A       764 A       782 A   
 140.00 keV   2.132E+00  2.195E-01    5084 A       789 A       817 A   
 150.00 keV   2.191E+00  2.095E-01    5391 A       812 A       850 A   
 160.00 keV   2.248E+00  2.004E-01    5693 A       833 A       882 A   
 170.00 keV   2.303E+00  1.922E-01    5990 A       853 A       912 A   
 180.00 keV   2.357E+00  1.847E-01    6282 A       872 A       941 A   
 200.00 keV   2.463E+00  1.715E-01    6851 A       909 A       995 A   
 225.00 keV   2.592E+00  1.578E-01    7538 A       950 A      1056 A   
 250.00 keV   2.718E+00  1.463E-01    8198 A       986 A      1112 A   
 275.00 keV   2.842E+00  1.365E-01    8834 A      1018 A      1164 A   
 300.00 keV   2.963E+00  1.281E-01    9448 A      1047 A      1211 A   
 325.00 keV   3.082E+00  1.207E-01    1.00 um     1073 A      1254 A   
 350.00 keV   3.198E+00  1.143E-01    1.06 um     1096 A      1294 A   
 375.00 keV   3.311E+00  1.085E-01    1.12 um     1117 A      1331 A   
 400.00 keV   3.421E+00  1.034E-01    1.17 um     1137 A      1366 A   
 450.00 keV   3.635E+00  9.459E-02    1.27 um     1176 A      1429 A   
 500.00 keV   3.838E+00  8.729E-02    1.37 um     1209 A      1485 A   
 550.00 keV   4.033E+00  8.114E-02    1.47 um     1238 A      1535 A   
 600.00 keV   4.219E+00  7.587E-02    1.56 um     1264 A      1580 A   
 650.00 keV   4.398E+00  7.130E-02    1.64 um     1287 A      1621 A   
 700.00 keV   4.571E+00  6.729E-02    1.73 um     1307 A      1658 A   
 800.00 keV   4.898E+00  6.060E-02    1.88 um     1351 A      1724 A   
 900.00 keV   5.203E+00  5.522E-02    2.03 um     1389 A      1780 A   
   1.00 MeV   5.488E+00  5.078E-02    2.17 um     1421 A      1829 A   
   1.10 MeV   5.755E+00  4.706E-02    2.31 um     1449 A      1873 A   
   1.20 MeV   6.004E+00  4.388E-02    2.43 um     1473 A      1912 A   
   1.30 MeV   6.237E+00  4.114E-02    2.56 um     1495 A      1947 A   
   1.40 MeV   6.454E+00  3.875E-02    2.68 um     1515 A      1979 A   
   1.50 MeV   6.655E+00  3.664E-02    2.79 um     1534 A      2009 A   
   1.60 MeV   6.842E+00  3.477E-02    2.90 um     1550 A      2036 A   
   1.70 MeV   7.014E+00  3.309E-02    3.01 um     1566 A      2061 A   
   1.80 MeV   7.173E+00  3.158E-02    3.12 um     1581 A      2085 A   
   2.00 MeV   7.452E+00  2.896E-02    3.33 um     1621 A      2127 A   
   2.25 MeV   7.736E+00  2.628E-02    3.58 um     1672 A      2175 A   
   2.50 MeV   7.959E+00  2.409E-02    3.82 um     1719 A      2217 A   
   2.75 MeV   8.130E+00  2.226E-02    4.05 um     1762 A      2255 A   
   3.00 MeV   8.259E+00  2.070E-02    4.29 um     1802 A      2290 A   
   3.25 MeV   8.353E+00  1.936E-02    4.51 um     1839 A      2323 A   
   3.50 MeV   8.420E+00  1.820E-02    4.74 um     1875 A      2353 A   
   3.75 MeV   8.463E+00  1.717E-02    4.97 um     1910 A      2382 A   
   4.00 MeV   8.487E+00  1.626E-02    5.19 um     1943 A      2410 A   
   4.50 MeV   8.494E+00  1.473E-02    5.64 um     2057 A      2462 A   
   5.00 MeV   8.459E+00  1.347E-02    6.09 um     2164 A      2510 A   
   5.50 MeV   8.397E+00  1.242E-02    6.54 um     2268 A      2557 A   
   6.00 MeV   8.314E+00  1.154E-02    7.00 um     2368 A      2601 A   
   6.50 MeV   8.217E+00  1.078E-02    7.46 um     2466 A      2644 A   
   7.00 MeV   8.111E+00  1.012E-02    7.92 um     2562 A      2686 A   
   8.00 MeV   7.880E+00  9.022E-03    8.88 um     2911 A      2768 A   
   9.00 MeV   7.639E+00  8.154E-03    9.86 um     3241 A      2848 A   
  10.00 MeV   7.398E+00  7.447E-03   10.87 um     3559 A      2929 A   
  11.00 MeV   7.163E+00  6.858E-03   11.92 um     3869 A      3009 A   
  12.00 MeV   6.935E+00  6.361E-03   13.00 um     4174 A      3091 A   
  13.00 MeV   6.718E+00  5.935E-03   14.12 um     4476 A      3174 A   
  14.00 MeV   6.511E+00  5.565E-03   15.27 um     4777 A      3258 A   
  15.00 MeV   6.315E+00  5.241E-03   16.46 um     5078 A      3345 A   
  16.00 MeV   6.129E+00  4.955E-03   17.69 um     5379 A      3433 A   
  17.00 MeV   5.952E+00  4.700E-03   18.95 um     5681 A      3524 A   
  18.00 MeV   5.785E+00  4.471E-03   20.25 um     5984 A      3617 A   
  20.00 MeV   5.477E+00  4.078E-03   22.96 um     7131 A      3811 A   
  22.50 MeV   5.135E+00  3.678E-03   26.56 um     8788 A      4069 A   
  25.00 MeV   4.869E+00  3.354E-03   30.37 um     1.03 um     4342 A   
  27.50 MeV   4.651E+00  3.084E-03   34.38 um     1.18 um     4631 A   
  30.00 MeV   4.415E+00  2.857E-03   38.59 um     1.33 um     4935 A   
  32.50 MeV   4.197E+00  2.662E-03   43.02 um     1.47 um     5255 A   
  35.00 MeV   4.001E+00  2.494E-03   47.68 um     1.61 um     5593 A   
  37.50 MeV   3.824E+00  2.346E-03   52.55 um     1.76 um     5946 A   
  40.00 MeV   3.664E+00  2.216E-03   57.65 um     1.90 um     6317 A   
  45.00 MeV   3.383E+00  1.996E-03   68.49 um     2.45 um     7107 A   
  50.00 MeV   3.146E+00  1.818E-03   80.18 um     2.96 um     7962 A   
  55.00 MeV   2.942E+00  1.671E-03   92.73 um     3.46 um     8879 A   
  60.00 MeV   2.764E+00  1.546E-03  106.11 um     3.95 um     9858 A   
  65.00 MeV   2.608E+00  1.440E-03  120.32 um     4.44 um     1.09 um  
  70.00 MeV   2.469E+00  1.348E-03  135.36 um     4.93 um     1.20 um  
  80.00 MeV   2.233E+00  1.196E-03  167.87 um     6.75 um     1.44 um  
  90.00 MeV   2.039E+00  1.077E-03  203.64 um     8.45 um     1.70 um  
 100.00 MeV   1.876E+00  9.798E-04  242.67 um    10.11 um     1.98 um  
 110.00 MeV   1.738E+00  8.995E-04  284.93 um    11.76 um     2.28 um  
 120.00 MeV   1.619E+00  8.319E-04  330.42 um    13.42 um     2.61 um  
 130.00 MeV   1.516E+00  7.742E-04  379.14 um    15.10 um     2.96 um  
 140.00 MeV   1.425E+00  7.243E-04  431.08 um    16.81 um     3.33 um  
 150.00 MeV   1.344E+00  6.807E-04  486.23 um    18.55 um     3.73 um  
 160.00 MeV   1.272E+00  6.422E-04  544.58 um    20.33 um     4.14 um  
 170.00 MeV   1.208E+00  6.081E-04  606.14 um    22.13 um     4.58 um  
 180.00 MeV   1.150E+00  5.775E-04  670.88 um    23.98 um     5.04 um  
 200.00 MeV   1.050E+00  5.251E-04  809.78 um    31.04 um     6.03 um  
 225.00 MeV   9.488E-01  4.721E-04    1.00 mm    41.23 um     7.38 um  
 250.00 MeV   8.669E-01  4.292E-04    1.21 mm    50.91 um     8.87 um  
 275.00 MeV   7.999E-01  3.937E-04    1.44 mm    60.42 um    10.49 um  
 300.00 MeV   7.445E-01  3.638E-04    1.69 mm    69.88 um    12.23 um  
 325.00 MeV   6.983E-01  3.383E-04    1.95 mm    79.35 um    14.09 um  
 350.00 MeV   6.595E-01  3.163E-04    2.23 mm    88.84 um    16.07 um  
 375.00 MeV   6.244E-01  2.971E-04    2.53 mm    98.37 um    18.15 um  
 400.00 MeV   5.923E-01  2.802E-04    2.84 mm   108.01 um    20.35 um  
 450.00 MeV   5.379E-01  2.517E-04    3.52 mm   144.46 um    25.06 um  
 500.00 MeV   4.937E-01  2.287E-04    4.26 mm   178.64 um    30.21 um  
 550.00 MeV   4.570E-01  2.096E-04    5.06 mm   211.93 um    35.76 um  
 600.00 MeV   4.260E-01  1.936E-04    5.93 mm   244.92 um    41.72 um  
 650.00 MeV   3.995E-01  1.800E-04    6.86 mm   277.91 um    48.06 um  
 700.00 MeV   3.766E-01  1.682E-04    7.84 mm   311.06 um    54.79 um  
 800.00 MeV   3.388E-01  1.489E-04    9.98 mm   434.28 um    69.35 um  
 900.00 MeV   3.089E-01  1.337E-04   12.34 mm   548.25 um    85.33 um  
   1.00 GeV   2.847E-01  1.214E-04   14.91 mm   658.67 um   102.64 um  
   1.10 GeV   2.647E-01  1.112E-04   17.69 mm   767.76 um   121.25 um  
   1.20 GeV   2.478E-01  1.027E-04   20.67 mm   876.52 um   141.08 um  
   1.30 GeV   2.334E-01  9.540E-05   23.85 mm   985.46 um   162.08 um  
   1.40 GeV   2.210E-01  8.912E-05   27.21 mm     1.09 mm   184.21 um  
   1.50 GeV   2.101E-01  8.365E-05   30.75 mm     1.20 mm   207.41 um  
   1.60 GeV   2.005E-01  7.883E-05   34.47 mm     1.32 mm   231.65 um  
   1.70 GeV   1.921E-01  7.455E-05   38.36 mm     1.43 mm   256.87 um  
   1.80 GeV   1.845E-01  7.073E-05   42.41 mm     1.54 mm   283.04 um  
   2.00 GeV   1.715E-01  6.419E-05   50.99 mm     1.96 mm   338.11 um  
   2.25 GeV   1.585E-01  5.759E-05   62.57 mm     2.56 mm   411.66 um  
   2.50 GeV   1.479E-01  5.226E-05   75.03 mm     3.11 mm   489.97 um  
   2.75 GeV   1.393E-01  4.786E-05   88.33 mm     3.64 mm   572.59 um  
   3.00 GeV   1.320E-01  4.417E-05  102.40 mm     4.15 mm   659.12 um  
   3.25 GeV   1.259E-01  4.102E-05  117.21 mm     4.65 mm   749.19 um  
   3.50 GeV   1.206E-01  3.830E-05  132.70 mm     5.14 mm   842.48 um  
   3.75 GeV   1.160E-01  3.593E-05  148.83 mm     5.63 mm   938.68 um  
   4.00 GeV   1.120E-01  3.385E-05  165.57 mm     6.11 mm     1.04 mm  
   4.50 GeV   1.053E-01  3.036E-05  200.71 mm     7.88 mm     1.24 mm  
   5.00 GeV   1.000E-01  2.753E-05  237.89 mm     9.48 mm     1.45 mm  
   5.50 GeV   9.571E-02  2.521E-05  276.90 mm    10.97 mm     1.67 mm  
   6.00 GeV   9.214E-02  2.325E-05  317.54 mm    12.39 mm     1.90 mm  
   6.50 GeV   8.915E-02  2.159E-05  359.65 mm    13.75 mm     2.13 mm  
   7.00 GeV   8.661E-02  2.015E-05  403.09 mm    15.07 mm     2.36 mm  
   8.00 GeV   8.257E-02  1.780E-05  493.36 mm    19.76 mm     2.83 mm  
   9.00 GeV   7.952E-02  1.596E-05  587.57 mm    23.84 mm     3.30 mm  
  10.00 GeV   7.716E-02  1.447E-05  685.03 mm    27.55 mm     3.78 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.3100E+01                 eV / Angstrom 
  1.3100E+02                keV / micron   
  1.3100E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  1.2309E+01                 eV / (1E15 atoms/cm2)
  2.3935E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
